Class D|Walk Over||Left|Still|4|1||Display Message	Today’s Challenger for the D Class Championship is Kyro!^80-07.png~Change Event	Opponent^femalegreen.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Start Battle	False^MON,843,21.MON,831,24.MON,809,22.^^^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Fade In	~Change Event	Opponent^maleblack.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Start Battle	False^MON,584,24.MON,307,24.MON,311,24.^MON,221,24.MON,219,21.^^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^femaledarkgray.png~Move Event	Opponent^Show~Sync All Events	~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Start Battle	False^MON,828,23.MON,658,23.MON,288,25.^MON,289,22.MON,273,28.^^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the D Class Champion.^80-07.png~Display Message	The Battle Theatre is now closed in preperation for the next Competition.^80-07.png~Update Variable	SYS.TORN.C.UNLOCKED^T~Update Variable	SYS.QUEST.C.UNLOCKED^T~Generate Quests	3~Full Restore	~Fade Out	~Relocate User	homeUpper.tmx^8^11~Fade In	~
Class C|Walk Over||Left|Still|4|1||Display Message	Today’s Challenger for the C Class Championship is Kyro!^80-07.png~Change Event	Opponent^malegreen.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Start Battle	False^MON,255,24.MON,275,24.MON,569,25.^MON,313,25.MON,266,24.MON,556,25.^^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Fade In	~Change Event	Opponent^femaleblue.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Start Battle	False^MON,305,26.MON,013,24.MON,002,24.^^^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^femalegolden.png~Move Event	Opponent^Show~Sync All Events	~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Start Battle	False^MON,581,22.MON,267,27.MON,220,25.^MON,308,26.^^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the C Class Champion.^80-07.png~Display Message	The Battle Theatre is now closed in preperation for the next Competition.^80-07.png~Display Message	B Class Missions are now Unlocked!^~Display Message	New B Class Missions have been Added to your Account.^~Generate Quests	4~Update Variable	SYS.TORN.B.UNLOCKED^T~Update Variable	SYS.QUEST.B.UNLOCKED^T~Full Restore	~Fade Out	~Relocate User	homeUpper.tmx^8^11~Fade In	~
Class B|Walk Over||Left|Still|4|1||Display Message	Today’s Challenger for the B Class Championship is Kyro!^80-07.png~Change Event	Opponent^malegreen.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Start Battle	False^MON,653,25.MON,276,28.MON,234,25.^^^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Fade In	~Change Event	Opponent^femaleblue.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Start Battle	False^MON,242,28.MON,253,32.MON,211,29.^^^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^14Clive.png~Move Event	Opponent^Show~Sync All Events	~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Display Message	You owe me a good battle Kyro!^80-14.png~Display Message	Don't Worry, I'll bring it.^80-04-3.png~Start Battle	False^MON,312,27.MON,297,30.MON,302,31.^MON,262,35.^^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the B Class Champion.^80-07.png~Display Message	The Battle Theatre is now closed in preperation for the next Competition.^80-07.png~Display Message	A Class Missions are now Unlocked!^~Display Message	New A Class Missions have been Added to your Account.^~Generate Quests	5~Update Variable	SYS.TORN.A.UNLOCKED^T~Update Variable	SYS.QUEST.A.UNLOCKED^T~Full Restore	~Fade Out	~Relocate User	homeUpper.tmx^8^11~Fade In	~
Class A|Walk Over||Left|Still|4|1||Display Message	Today’s Challenger for the A Class Championship is Kyro!^80-07.png~Change Event	Opponent^3Erika.png~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 1 - Begin!^80-07.png~Display Message	It's about now that you will really need that luck!^80-03.png~Display Message	Do I get fired if I win?^80-04-4.png~Display Message	You'll be fired if you don't try your best!^80-03.png~Start Battle	False^MON,093,32.MON,295,32.MON,040,32.^MON,097,29.MON,267,27.MON,282,30.^MON,289,32.MON,564,32.MON,593,32.^^~Display Message	The Winner of Round 1 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Sync All Events	~Move Event	Opponent^Hide~Change Event	Opponent^femalebrown.png~Fade In	~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 2 - Begin!^80-07.png~Display Message	Don't go easy on me just because I'm a girl!^80-33-3.png~Display Message	Hmm, Didn't come this far just to throw in the towel.^80-04-3.png~Start Battle	False^MON,562,32.MON,165,34.MON,215,34.^MON,217,33.MON,003,32.MON,006,32.^MON,362,34.MON,247,32.MON,592,32.^^~Display Message	The Winner of Round 2 is Kyro!^80-07.png~Fade Out	~Move Event	Opponent^Left~Move Event	Opponent^Left~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Up~Move Event	Opponent^Hide~Sync All Events	~Fade In	~Change Event	Opponent^LightTamer.png~Sync All Events	~Move Event	Opponent^Show~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Down~Move Event	Opponent^Right~Move Event	Opponent^Right~Sync All Events	~Display Message	Round 3 - Begin!^80-07.png~Display Message	I'm glad to get another chance at the A Class Title.^80-01-4.png~Display Message	I'm not so glad that it's you that I'm up against.^80-01-4.png~Start Battle	False^MON,285,33.MON,286,32.MON,291,34.^MON,301,32.MON,221,35.MON,212,38.^MON,582,35.MON,636,40.MON,807,42.^^~Display Message	The Winner of Round 3 is Kyro!^80-07.png~Display Message	Congratulations! You are the A Class Champion.^80-07.png~Display Message	S Class Missions are now Unlocked!^~Display Message	New S Class Missions have been Added to your Account.^~Generate Quests	6~Update Variable	SYS.TORN.S.UNLOCKED^T~Full Restore	~Fade Out	~Display Credits	^~Relocate User	homeUpper.tmx^8^11~Fade In	~
hweh|Walk Over|femalepurple.png|Right|Still|17|13||
tymrt|Walk Over|maleblack.png|Right|Still|17|14||
tjrt|Walk Over|maleorange.png|Right|Still|17|15||
David|Walk Over|1David.png|Right|Still|17|16||
tjrtj|Walk Over|femalered1.png|Right|Still|17|17||
|Walk Over|maleblue2.png|Right|Still|17|18||
|Walk Over|femalepurple.png|Right|Still|17|19||
