House Closed 1|Action Button||Left|Still|11|35||Display Message	The Door is Locked^~
House Closed 2|Walk Over||Left|Still|14|5||IF	Global Variable^hasCompletedMission1^F~Display Message	The Door is Locked. Theres a Swipe Card Slot on the Door.^~Move Event	USER^Down~ELSE	~Play Sound	Door~Relocate User	OnlinePlayLobby1.tmx^18^15~END IF	~
Random Person 2|Action Button|malebrown.png|Left|Slow Random|12|37||Display Message	Did you know that the Founder of GeoSociety disappeared Ten Years Ago?^~Display Message	It all sounds very peculiar to me. One morning when everyone arrived at work he just didn't turn up.^~
Random Person 3|Action Button|femaleblack.png|Left|Slow Random|11|18||IF	Global Variable^hasGeoGear^F~Display Message	Leave me alone please, I am very busy!^~ELSE	~Display Message	Oh Wow! your a GeoTamer. Can I have your Number?^~Display Message	Hmmmm, No.^80-04-2.png~END IF	~
Warp Caves|Walk Over||Left|Still|33|41|Global Variable^hasCompletedMission1^T~|Fade Out	~Relocate User	cave1.tmx^7^3~Set Zone	Caves 01^~Change Weather	Night~Move Event	USER^Face Down~Fade In	~
Man Blocking Forest1|Action Button|malebrown.png|Up|Still|8|5|Global Variable^M2.Completed^F~|Move Event	Man Blocking Forest1^Face Right~Display Message	I just love tending to my Garden!^80-16.png~Display Message	It's just so peaceful!^80-16.png~
Warp Forest|Walk Over||Left|Still|0|4||Fade Out	~Change Weather	Light Rain~Relocate User	Forest1.tmx^46^4~Set Zone	Forest 1^~Fade In	~
Too Dangerous E Class|View Collision x1|7Jerek.png|Right|Still|18|40|Global Variable^SYS.QUEST.E.UNLOCKED^T~Global Variable^SYS.TORN.D.UNLOCKED^F~|IF	Quests Completed^Equal or Greater Than^5.1~ELSE	~Display Message	Kyro, I dont think your ready for E class just yet. Perhasp complete a few E class missions.^80-30.png~Display Message	To keep you interested I've cleared the path into the forest west of the Town.^80-30.png~Display Message	There should be some new monsters there for you to catch.^80-30.png~Move Event	USER^Up~END IF	~
Too Dangerous D Class|View Collision x1|7Jerek.png|Right|Still|18|40|Global Variable^SYS.QUEST.D.UNLOCKED^T~Global Variable^SYS.TORN.C.UNLOCKED^F~|IF	Quests Completed^Equal or Greater Than^5.2~IF	Global Variable^M3.Completed^F~Display Message	Well your not ready yet, I can tell. Go play in some spooky caves or something!^80-07.png~Move Event	USER^Up~ELSE	~END IF	~ELSE	~Display Message	I think you should complete more D Class Quests before attempting the D Grade Tornament!^80-07.png~Move Event	USER^Up~END IF	~
Informer|Action Button|6June.png|Left|Still|16|4||Display Message	Every so often, I see a well known GeoSociety Member enter this building.^80-06.png~Display Message	I wonder whats in there.^80-06.png~
Too Dangerous C Class|View Collision x1|7Jerek.png|Right|Still|18|40|Global Variable^SYS.TORN.C.UNLOCKED^T~Global Variable^SYS.TORN.B.UNLOCKED^F~|IF	Quests Completed^Equal or Greater Than^5.3~ELSE	~Display Message	I think you should complete more C Class Missions before attempting the C Grade Tornament!^80-07.png~Move Event	USER^Up~END IF	~
Too Dangerous B Class|View Collision x1|7Jerek.png|Right|Still|18|40|Global Variable^SYS.TORN.B.UNLOCKED^T~Global Variable^SYS.TORN.A.UNLOCKED^F~|IF	Global Variable^M4.Completed^F~Display Message	Kyro,  Report back to GeoSociety Headquarters Now!^80-07.png~Move Event	USER^Up~ELSE	~END IF	~
Ride|Action Button|maleblue.png|Left|Still|34|44|Global Variable^M4.Completed^T~|Ask Question - Two Answers	Would you like a ride to the Battle Theatre?^Yes^No~IF	Global Variable^SYSYesNoAnswer^T~Relocate User	BattleTheatre1.tmx^17^27~ELSE	~END IF	~
Hayley|Action Button|13Haily.png|Down|Still|37|3|Global Variable^M2.Completed^F~|Display Message	What a serene lake...^80-13.png~
Warp Route 1a.1|Walk Over||Left|Still|47|2||Fade Out	~Relocate User	Route 1a.tmx^1^2~Fade In	~
Warp Route 1a.2|Walk Over||Left|Still|47|3||Fade Out	~Relocate User	Route 1a.tmx^1^3~Fade In	~

